id,filtered_words_array,features,label_index
F066,"['foot', 'star', 'lay', 'bit', 'reflect', 'something.', 'base', 'financial', 'process.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[503,1989,2918,4240,4475,5170,5321,5850,7281,7407,7890,7936,8077,8173,8338,9676],[0.691153161953081,4.42484663185681,3.0385522707369192,4.830311739964974,3.6516567436233283,4.270695952029551,4.607168188650764,0.691153161953081,0.6792718340663283,4.270695952029551,4.270695952029551,0.691153161953081,4.830311739964974,4.607168188650764,0.691153161953081,3.0385522707369192])",0.0
F060,"['night', 'explain', 'outside', 'fine', 'country', 'necessary.', 'strong', 'firm', 'stop', 'determine', 'hope', 'learn', 'either.', 'business', 'enjoy', 'future', 'community', 'window', 'tell', 'seek', 'beautiful.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[171,503,796,870,1107,1805,1850,2403,2918,5341,5374,5850,5967,6000,6355,6431,6488,6869,7281,7632,7734,7870,7936,8174,8338,8568,8894,9676],[4.607168188650764,0.691153161953081,3.7316994512968646,5.117993812416755,5.523458920524919,3.914021008090819,3.8187108282864943,4.137164559405029,3.0385522707369192,4.019381523748645,4.270695952029551,0.691153161953081,4.137164559405029,3.6516567436233283,4.42484663185681,4.019381523748645,4.607168188650764,4.830311739964974,0.6792718340663283,4.830311739964974,4.270695952029551,3.8187108282864943,0.691153161953081,4.137164559405029,0.691153161953081,4.270695952029551,4.42484663185681,3.0385522707369192])",0.0
F022,"['likely', 'everything', 'others', 'energy', 'describe', 'tough', 'enjoy.', 'police', 'attention', 'opportunity.', 'mr', 'listen', 'end', 'low.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[309,429,453,503,2259,2647,3144,3876,4533,5447,5850,6847,6940,7085,7281,7936,8307,8338,8546,9156,9813],[4.830311739964974,3.8187108282864943,4.019381523748645,0.691153161953081,2.8154087194227095,4.019381523748645,4.830311739964974,3.914021008090819,4.42484663185681,3.577548771469606,0.691153161953081,4.830311739964974,3.914021008090819,4.019381523748645,0.6792718340663283,0.691153161953081,4.137164559405029,0.691153161953081,4.830311739964974,3.8187108282864943,2.997730276216664])",0.0
F127,"['east', 'accept', 'suffer.', 'amount', 'fish', 'rate', 'course', 'peace.', 'bar', 'wrong', 'information', 'continue', 'throw', 'cover', 'body.', 'every', 'organization', 'wife', 'bank', 'look', 'power.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[253,503,743,1029,1208,1364,1376,2657,3021,3184,3652,4944,5726,5850,6104,6512,6576,6731,7222,7281,7332,7936,8190,8325,8338,8982,9681,9939],[4.137164559405029,0.691153161953081,3.6516567436233283,4.42484663185681,2.849310271098391,4.270695952029551,4.137164559405029,3.4440173788450834,4.270695952029551,2.8154087194227095,3.577548771469606,4.830311739964974,3.6516567436233283,0.691153161953081,4.137164559405029,4.42484663185681,4.607168188650764,5.117993812416755,4.137164559405029,0.6792718340663283,4.270695952029551,0.691153161953081,4.137164559405029,4.830311739964974,0.691153161953081,3.8187108282864943,3.914021008090819,4.42484663185681])",0.0
R212,"['conference', 'black', 'support', 'kitchen.', 'adult', 'popular.', 'bill', 'local', 'game', 'process', 'action', 'prepare', 'street.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[72,228,1948,1951,2286,3614,4506,4687,5047,5657,6633,7786,8040,8135,8217,8975,9372,9462],[4.019381523748645,4.270695952029551,4.270695952029551,5.523458920524919,4.42484663185681,0.691153161953081,0.691153161953081,0.691153161953081,2.7200985396183848,4.270695952029551,3.914021008090819,4.830311739964974,3.2721671219184243,4.270695952029551,4.830311739964974,3.914021008090819,4.830311739964974,0.691153161953081])",1.0
F119,"['black', 'collection', 'true', 'become', 'cost', 'month.', 'customer', 'example', 'say', 'learn', 'note', 'continue.', 'word', 'seem', 'goal', 'per', 'majority.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[298,503,1208,1413,1481,1948,2588,3184,3519,3709,4490,5089,5850,5862,5967,6221,7090,7188,7281,7936,8209,8338,9606,9909],[4.019381523748645,0.691153161953081,2.849310271098391,3.8187108282864943,4.830311739964974,4.270695952029551,4.270695952029551,2.8154087194227095,3.914021008090819,4.607168188650764,4.137164559405029,3.6516567436233283,0.691153161953081,3.8187108282864943,4.137164559405029,5.117993812416755,3.6516567436233283,3.8187108282864943,0.6792718340663283,0.691153161953081,3.6516567436233283,0.691153161953081,3.914021008090819,3.914021008090819])",0.0
F103,"['today', 'page', 'chair', 'research', 'white', 'fill.', 'network', 'show', 'care', 'yet', 'near', 'today.', 'unit', 'seat', 'society', 'still', 'physical', 'nor.', 'exactly', 'rich', 'serious', 'require.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[47,327,453,503,681,1117,2096,2827,3712,3882,4019,4037,4377,5310,5716,5843,5850,5974,6212,6335,7281,7936,8338,8439,8649,9152,9432,9806],[3.8187108282864943,4.137164559405029,4.019381523748645,0.691153161953081,4.607168188650764,3.7316994512968646,4.019381523748645,4.42484663185681,4.270695952029551,4.607168188650764,4.019381523748645,3.914021008090819,2.60568818844064,4.270695952029551,5.117993812416755,4.137164559405029,0.691153161953081,4.270695952029551,3.914021008090819,4.607168188650764,0.6792718340663283,0.691153161953081,0.691153161953081,5.117993812416755,4.42484663185681,4.270695952029551,4.137164559405029,5.117993812416755])",0.0
F191,"['loss', 'lot', 'add', 'where.', 'identify', 'already', 'sister.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[503,594,1208,2664,3184,3967,4522,4943,5329,5850,7281,7936,8338,9887],[0.691153161953081,4.607168188650764,2.849310271098391,3.6516567436233283,2.8154087194227095,4.019381523748645,4.607168188650764,4.42484663185681,4.270695952029551,0.691153161953081,0.6792718340663283,0.691153161953081,0.691153161953081,4.42484663185681])",0.0
F002,"['daughter', 'condition', 'image', 'dog', 'give.', 'let', 'paper', 'foreign', 'often.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[503,1208,3184,5303,5328,5850,6206,7281,7623,7936,8267,8338,8690,8757,8759,9564],[0.691153161953081,2.849310271098391,2.8154087194227095,4.270695952029551,3.6516567436233283,0.691153161953081,4.270695952029551,0.6792718340663283,4.270695952029551,0.691153161953081,4.607168188650764,0.691153161953081,4.270695952029551,5.117993812416755,5.523458920524919,4.019381523748645])",0.0
R155,"['consider', 'people', 'congress', 'onto.', 'commercial', 'center', 'store', 'teach', 'information', 'marriage', 'because.', 'yeah', 'require', 'us', 'mind', 'get.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[312,1480,2147,3184,3249,3556,3614,4263,4506,4687,5683,6229,6443,6660,6793,7184,8190,8449,8522,8728,9462],[4.270695952029551,4.019381523748645,5.117993812416755,2.8154087194227095,3.7316994512968646,2.8844015909096608,0.691153161953081,4.607168188650764,0.691153161953081,0.691153161953081,5.117993812416755,4.42484663185681,3.8187108282864943,4.42484663185681,5.117993812416755,3.8187108282864943,4.137164559405029,4.137164559405029,4.270695952029551,4.019381523748645,0.691153161953081])",1.0
R006,"['cause', 'space', 'still', 'west.', 'partner', 'especially.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[116,316,1020,1770,2227,3614,3712,4506,4687,5987,9188,9462],[3.914021008090819,4.830311739964974,2.4324164671666035,2.997730276216664,2.7200985396183848,0.691153161953081,4.270695952029551,0.691153161953081,0.691153161953081,5.523458920524919,4.019381523748645,0.691153161953081])",1.0
F086,"['another', 'mr', 'probably', 'may', 'structure', 'degree.', 'american', 'game', 'morning', 'term', 'service', 'performance.', 'site', 'phone', 'per', 'step', 'brother', 'buy', 'along.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[80,291,298,503,1558,1596,1626,1766,2188,2252,2259,2297,2647,2996,3160,4928,5850,5891,7281,7652,7936,8166,8338,8975,9160,9813],[4.137164559405029,4.607168188650764,4.019381523748645,0.691153161953081,4.019381523748645,5.117993812416755,4.137164559405029,5.117993812416755,4.42484663185681,4.607168188650764,2.8154087194227095,4.42484663185681,4.019381523748645,3.6516567436233283,4.42484663185681,4.830311739964974,0.691153161953081,4.137164559405029,0.6792718340663283,4.607168188650764,0.691153161953081,4.137164559405029,0.691153161953081,3.914021008090819,3.8187108282864943,2.997730276216664])",0.0
R168,"['name', 'yeah', 'kind', 'executive.', 'degree', 'whether', 'look', 'everyone', 'bar', 'reason.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[15,751,3249,3406,3556,3614,4506,4687,5375,6044,7332,8893,9462,9939,9943],[3.7316994512968646,5.117993812416755,3.7316994512968646,4.42484663185681,2.8844015909096608,0.691153161953081,0.691153161953081,0.691153161953081,5.117993812416755,4.137164559405029,4.270695952029551,4.137164559405029,0.691153161953081,4.42484663185681,4.270695952029551])",1.0
R077,"['case', 'executive', 'step', 'sell', 'exist', 'near.', 'race', 'ahead', 'person', 'he.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[454,1558,1770,3249,3614,4485,4506,4687,6219,6342,6602,6817,8257,8268,9462,9966],[3.577548771469606,4.019381523748645,2.997730276216664,3.7316994512968646,0.691153161953081,4.607168188650764,0.691153161953081,0.691153161953081,3.172083663361442,4.42484663185681,4.42484663185681,4.607168188650764,5.117993812416755,4.42484663185681,0.691153161953081,4.137164559405029])",1.0
F209,"['miss', 'game', 'stuff', 'or.', 'security', 'couple', 'short', 'buy', 'quality.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[80,503,1071,1262,2589,2634,4377,5850,7281,7702,7722,7936,8338,8975,9718],[4.137164559405029,0.691153161953081,4.137164559405029,3.7316994512968646,3.914021008090819,4.019381523748645,2.60568818844064,0.691153161953081,0.6792718340663283,4.42484663185681,3.914021008090819,0.691153161953081,0.691153161953081,3.914021008090819,5.523458920524919])",0.0
R236,"['head', 'seem', 'food', 'final', 'whose.', 'whole', 'deal', 'world.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[627,1064,1433,1653,1770,2588,3614,4506,4687,6219,6287,6383,8653,9462],[4.830311739964974,4.830311739964974,3.914021008090819,3.914021008090819,2.997730276216664,4.270695952029551,0.691153161953081,0.691153161953081,0.691153161953081,3.172083663361442,4.270695952029551,5.117993812416755,4.607168188650764,0.691153161953081])",1.0
F186,"['nature', 'floor', 'test', 'next', 'card.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,2092,3611,4319,5850,6586,7281,7936,8273,8338],[0.691153161953081,2.958509563063383,5.117993812416755,4.137164559405029,3.5085558999826545,0.691153161953081,4.019381523748645,0.6792718340663283,0.691153161953081,3.914021008090819,0.691153161953081])",0.0
R243,"['cause', 'training', 'card', 'prevent', 'send.', 'church', 'describe', 'camera', 'popular', 'traditional.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[316,1273,1650,1770,2144,2900,3252,3614,4506,4687,5952,6148,6219,7085,7538,9462],[4.830311739964974,3.6516567436233283,4.830311739964974,2.997730276216664,3.914021008090819,5.523458920524919,4.137164559405029,0.691153161953081,0.691153161953081,0.691153161953081,5.117993812416755,4.607168188650764,3.172083663361442,4.019381523748645,4.270695952029551,0.691153161953081])",1.0
F094,"['call', 'part', 'common', 'nature', 'production', 'offer', 'effort', 'letter.', 'southern', 'continue', 'performance', 'may.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[503,743,2066,2958,3611,3743,4300,5146,5726,5850,6332,6572,7281,7936,8338,8353,8740,9351,9876],[0.691153161953081,3.6516567436233283,2.7508701982851385,3.7316994512968646,4.137164559405029,4.270695952029551,4.830311739964974,4.137164559405029,3.6516567436233283,0.691153161953081,4.019381523748645,5.117993812416755,0.6792718340663283,0.691153161953081,0.691153161953081,4.137164559405029,4.607168188650764,5.523458920524919,2.7508701982851385])",0.0
R032,"['development', 'population', 'score', 'issue', 'happen', 'indeed.', 'high', 'main', 'cost', 'easy', 'easy.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[760,1637,1927,1996,2116,2871,3614,4175,4490,4506,4687,4704,6616,9034,9144,9258,9462],[4.270695952029551,3.914021008090819,4.42484663185681,5.117993812416755,4.270695952029551,4.42484663185681,0.691153161953081,5.117993812416755,4.137164559405029,0.691153161953081,0.691153161953081,4.270695952029551,3.6516567436233283,2.849310271098391,2.455405985391302,4.137164559405029,0.691153161953081])",1.0
R033,"['serve', 'ability', 'program', 'either', 'medical.', 'trial', 'state', 'here.', 'worker', 'eight', 'every', 'sell', 'true.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[573,1725,1808,2676,3410,3614,3681,4485,4506,4687,5047,5493,7008,8482,9126,9210,9462,9681],[4.270695952029551,4.42484663185681,5.117993812416755,4.270695952029551,4.019381523748645,0.691153161953081,4.270695952029551,4.607168188650764,0.691153161953081,0.691153161953081,2.7200985396183848,5.523458920524919,5.523458920524919,4.270695952029551,3.6516567436233283,4.42484663185681,0.691153161953081,3.914021008090819])",1.0
R045,"['compare', 'commercial', 'cell.', 'thousand', 'water', 'finally', 'effort', 'family.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[1020,1817,2227,2589,3614,4506,4687,5726,6443,6798,8033,8549,9246,9462],[2.4324164671666035,4.42484663185681,2.7200985396183848,3.914021008090819,0.691153161953081,0.691153161953081,0.691153161953081,3.6516567436233283,3.8187108282864943,5.117993812416755,5.523458920524919,4.830311739964974,4.019381523748645,0.691153161953081])",1.0
R116,"['none', 'board', 'protect', 'particularly', 'include.', 'fall', 'provide', 'factor', 'learn', 'population', 'test.', 'gun', 'far', 'bit', 'bit', 'own.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[1989,3614,3729,4158,4506,4687,5047,5946,5967,6443,7235,7454,7813,8313,8403,8960,9258,9462,9561,9831],[8.84969326371362,0.691153161953081,4.607168188650764,4.137164559405029,0.691153161953081,0.691153161953081,2.7200985396183848,4.270695952029551,4.137164559405029,3.8187108282864943,4.42484663185681,4.270695952029551,5.117993812416755,4.019381523748645,4.607168188650764,4.607168188650764,4.137164559405029,0.691153161953081,4.42484663185681,4.019381523748645])",1.0
F056,"['body', 'magazine', 'drop', 'enter.', 'surface', 'coach', 'executive', 'name', 'personal', 'them.', 'agree', 'boy', 'ground', 'fill', 'word', 'second.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[15,157,190,503,841,3486,3514,3519,4921,5268,5850,6487,6925,7281,7936,7939,8338,8413,8577,8957,9727,9966],[3.7316994512968646,3.4440173788450834,5.523458920524919,0.691153161953081,4.42484663185681,2.849310271098391,4.270695952029551,3.914021008090819,2.849310271098391,5.117993812416755,0.691153161953081,3.914021008090819,4.42484663185681,1.3585436681326566,0.691153161953081,3.8187108282864943,0.691153161953081,3.914021008090819,4.607168188650764,4.830311739964974,4.42484663185681,4.137164559405029])",0.0
R043,"['office', 'serious', 'large', 'many.', 'range', 'road', 'sometimes', 'inside', 'beat.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[165,1117,2846,3614,4506,4687,5725,5869,6944,7022,8344,9066,9462,9612],[3.6516567436233283,3.7316994512968646,4.607168188650764,0.691153161953081,0.691153161953081,0.691153161953081,4.270695952029551,4.270695952029551,2.8154087194227095,4.42484663185681,3.7316994512968646,4.137164559405029,0.691153161953081,4.42484663185681])",1.0
R145,"['race', 'interview', 'visit', 'small', 'history', 'if.', 'everyone', 'forward', 'much.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[222,454,698,3614,4506,4687,6035,6259,6543,7634,8411,8893,9034,9144,9462],[4.270695952029551,3.577548771469606,3.914021008090819,0.691153161953081,0.691153161953081,0.691153161953081,3.8187108282864943,5.523458920524919,4.607168188650764,5.523458920524919,3.2721671219184243,4.137164559405029,2.849310271098391,2.455405985391302,0.691153161953081])",1.0
F200,"['draw', 'tax', 'main', 'notice', 'statement', 'return', 'meeting', 'recently.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[20,503,635,1031,1525,1637,3892,5850,6587,6747,7281,7936,8167,8338,9817],[4.270695952029551,0.691153161953081,3.8187108282864943,5.523458920524919,4.607168188650764,3.914021008090819,2.5530444549552183,0.691153161953081,4.019381523748645,2.5530444549552183,0.6792718340663283,0.691153161953081,4.137164559405029,0.691153161953081,3.4440173788450834])",0.0
F034,"['name', 'improve', 'end', 'go.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[15,453,503,2408,3486,4702,4921,5850,7281,7936,8338],[3.7316994512968646,4.019381523748645,0.691153161953081,4.019381523748645,2.849310271098391,4.607168188650764,2.849310271098391,0.691153161953081,0.6792718340663283,0.691153161953081,0.691153161953081])",0.0
F149,"['happy', 'choose', 'major.', 'deal', 'politics', 'recent', 'find', 'issue', 'range', 'order', 'number.', 'including', 'mission', 'decision', 'painting', 'still', 'important.', 'seven', 'eat', 'adult', 'religious', 'full.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[72,165,503,1034,1226,1433,2193,3065,3712,3892,4293,4702,5347,5591,5850,5887,6069,6616,6747,7276,7281,7334,7510,7850,7936,8338,8993,9706,9829],[4.019381523748645,3.6516567436233283,0.691153161953081,3.8187108282864943,4.607168188650764,3.914021008090819,4.019381523748645,5.117993812416755,4.270695952029551,2.5530444549552183,4.42484663185681,4.607168188650764,4.137164559405029,4.42484663185681,0.691153161953081,4.137164559405029,4.42484663185681,3.6516567436233283,2.5530444549552183,4.019381523748645,0.6792718340663283,4.270695952029551,4.270695952029551,3.914021008090819,0.691153161953081,0.691153161953081,4.830311739964974,3.914021008090819,4.607168188650764])",0.0
F051,"['night', 'many', 'church.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,3892,5188,5850,6747,6869,7281,7936,8094,8338],[0.691153161953081,2.5530444549552183,3.7316994512968646,0.691153161953081,2.5530444549552183,4.830311739964974,0.6792718340663283,0.691153161953081,4.607168188650764,0.691153161953081])",0.0
F089,"['loss', 'federal', 'start', 'right', 'society', 'capital.', 'seat', 'benefit', 'woman', 'fear', 'financial', 'until.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[47,101,327,503,633,1790,2918,2996,4430,4563,5329,5653,5850,7281,7407,7936,8338,9513,9676],[3.8187108282864943,4.830311739964974,4.137164559405029,0.691153161953081,4.019381523748645,3.8187108282864943,3.0385522707369192,3.6516567436233283,4.830311739964974,4.137164559405029,4.270695952029551,3.914021008090819,0.691153161953081,0.6792718340663283,4.270695952029551,0.691153161953081,0.691153161953081,3.7316994512968646,3.0385522707369192])",0.0
F135,"['condition', 'value', 'either', 'probably.', 'meeting', 'become', 'natural', 'upon.', 'air', 'thing', 'long.', 'democratic', 'condition', 'whole', 'matter', 'true', 'space.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[20,88,273,503,627,1098,2402,2918,3857,4988,5087,5328,5415,5606,5850,7090,7188,7281,7403,7936,8338,9126,9676],[4.270695952029551,4.607168188650764,5.523458920524919,0.691153161953081,4.830311739964974,3.8187108282864943,4.019381523748645,3.0385522707369192,4.42484663185681,4.270695952029551,5.523458920524919,7.3033134872466565,5.117993812416755,4.137164559405029,0.691153161953081,3.6516567436233283,3.8187108282864943,0.6792718340663283,4.607168188650764,0.691153161953081,0.691153161953081,3.6516567436233283,3.0385522707369192])",0.0
F088,"['space', 'style', 'kitchen', 'explain.', 'decade', 'speak', 'send', 'husband', 'detail', 'bill.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,756,1143,2259,3204,3605,4732,5523,5850,6030,7208,7281,7936,8000,8338,9188,9813],[0.691153161953081,4.607168188650764,4.137164559405029,2.8154087194227095,4.830311739964974,4.830311739964974,4.137164559405029,4.270695952029551,0.691153161953081,4.137164559405029,4.137164559405029,0.6792718340663283,0.691153161953081,4.42484663185681,0.691153161953081,4.019381523748645,2.997730276216664])",0.0
R010,"['boy', 'serious', 'parent', 'show.', 'present', 'recently', 'fight', 'free', 'kind', 'position.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[157,1073,1117,1819,2034,2526,3205,3556,3614,4506,4687,6044,8130,9462,9932],[3.4440173788450834,4.137164559405029,3.7316994512968646,5.117993812416755,4.270695952029551,3.914021008090819,5.117993812416755,2.8844015909096608,0.691153161953081,0.691153161953081,0.691153161953081,4.137164559405029,4.607168188650764,0.691153161953081,4.019381523748645])",1.0
R211,"['attack', 'authority', 'act', 'professor', 'meeting', 'one.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[20,1176,2466,2543,3614,4506,4687,5693,6928,6944,9462],[4.270695952029551,4.607168188650764,5.523458920524919,3.6516567436233283,0.691153161953081,0.691153161953081,0.691153161953081,4.019381523748645,5.523458920524919,2.8154087194227095,0.691153161953081])",1.0
F204,"['long', 'control', 'smile', 'heart', 'ground', 'point', 'network.', 'fact', 'space', 'represent', 'player', 'speech', 'bar.', 'improve', 'task', 'view', 'worker.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[502,503,1208,1256,1811,2408,2713,4416,5371,5850,6487,6604,7215,7281,7293,7515,7860,7936,8338,8451,8717,8904,9188,9808],[3.914021008090819,0.691153161953081,2.849310271098391,3.125563647726549,4.830311739964974,4.019381523748645,4.137164559405029,4.270695952029551,5.117993812416755,0.691153161953081,3.914021008090819,4.137164559405029,4.137164559405029,0.6792718340663283,5.117993812416755,4.830311739964974,2.8154087194227095,0.691153161953081,0.691153161953081,3.8187108282864943,4.42484663185681,4.137164559405029,4.019381523748645,4.270695952029551])",0.0
F168,"['get', 'talk', 'pay', 'improve', 'boy', 'federal', 'they.', 'check', 'responsibility', 'physical', 'and.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[157,503,633,1256,1777,2086,2408,3502,3901,4897,5850,7281,7860,7936,8338,8649,8925,9426],[3.4440173788450834,0.691153161953081,4.019381523748645,3.125563647726549,5.523458920524919,4.830311739964974,4.019381523748645,4.42484663185681,4.42484663185681,3.914021008090819,0.691153161953081,0.6792718340663283,2.8154087194227095,0.691153161953081,0.691153161953081,4.42484663185681,4.607168188650764,4.137164559405029])",0.0
R011,"['full', 'music', 'development', 'floor.', 'cost', 'must', 'sister', 'similar', 'hot', 'store', 'cell.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[1023,1770,2871,2920,3521,3614,4490,4506,4687,6219,6370,7046,7184,8549,8897,9462,9693],[4.42484663185681,2.997730276216664,4.42484663185681,5.117993812416755,4.270695952029551,0.691153161953081,4.137164559405029,0.691153161953081,0.691153161953081,3.172083663361442,3.914021008090819,4.137164559405029,3.8187108282864943,4.830311739964974,4.019381523748645,0.691153161953081,4.42484663185681])",1.0
R232,"['anyone', 'beautiful', 'fast', 'idea.', 'maybe', 'force', 'up.', 'result', 'fall', 'artist.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[391,399,666,796,821,1273,1375,2059,3614,3729,4506,4687,4818,7117,9263,9462],[4.830311739964974,4.830311739964974,4.42484663185681,3.7316994512968646,2.849310271098391,3.6516567436233283,5.117993812416755,2.6330871626287546,0.691153161953081,4.607168188650764,0.691153161953081,0.691153161953081,4.607168188650764,4.830311739964974,3.8187108282864943,0.691153161953081])",1.0
R042,"['life', 'certainly', 'relate', 'stand', 'minute.', 'card', 'matter', 'trade.', 'situation', 'question', 'stuff', 'best', 'continue', 'particular.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[673,743,763,988,1770,2144,2402,2947,3136,3477,3614,4506,4687,6219,6886,7166,7175,7722,8633,9462],[3.914021008090819,3.6516567436233283,4.137164559405029,4.137164559405029,2.997730276216664,3.914021008090819,4.019381523748645,4.019381523748645,4.019381523748645,4.137164559405029,0.691153161953081,0.691153161953081,0.691153161953081,3.172083663361442,4.019381523748645,5.523458920524919,5.523458920524919,3.914021008090819,4.830311739964974,0.691153161953081])",1.0
F182,"['throw', 'character', 'suffer', 'company', 'future', 'sign', 'feel.', 'police', 'customer', 'someone.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,942,1413,3409,3876,4377,4867,5850,6135,6488,6756,7281,7936,8325,8338,9682],[0.691153161953081,4.137164559405029,3.8187108282864943,5.117993812416755,3.914021008090819,2.60568818844064,4.607168188650764,0.691153161953081,4.137164559405029,4.607168188650764,3.8187108282864943,0.6792718340663283,0.691153161953081,4.830311739964974,0.691153161953081,4.830311739964974])",0.0
F036,"['light', 'simply', 'lot', 'guess', 'wear', 'owner.', 'believe', 'brother', 'yes', 'the.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[291,503,533,1256,1642,1720,2260,2634,4943,5044,5850,6581,7281,7860,7936,8338,8660],[4.607168188650764,0.691153161953081,4.270695952029551,3.125563647726549,3.914021008090819,3.8187108282864943,5.523458920524919,4.019381523748645,4.42484663185681,4.607168188650764,0.691153161953081,4.607168188650764,0.6792718340663283,2.8154087194227095,0.691153161953081,0.691153161953081,4.830311739964974])",0.0
F068,"['structure', 'weight', 'reduce', 'arrive', 'media', 'page.', 'floor', 'reveal', 'effect', 'debate', 'board', 'reduce', 'from.', 'answer', 'key', 'dream', 'assume', 'stuff', 'adult.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,1209,1507,2366,2664,2996,3131,3495,3619,3813,3892,4319,5850,6324,6747,7281,7391,7454,7722,7904,7936,8004,8159,8276,8338],[0.691153161953081,4.019381523748645,3.8187108282864943,3.914021008090819,3.6516567436233283,3.6516567436233283,4.019381523748645,5.523458920524919,4.137164559405029,4.607168188650764,2.5530444549552183,3.5085558999826545,0.691153161953081,4.019381523748645,2.5530444549552183,0.6792718340663283,4.607168188650764,4.270695952029551,3.914021008090819,5.117993812416755,0.691153161953081,3.6516567436233283,6.888034757690167,4.019381523748645,0.691153161953081])",0.0
R015,"['better', 'ever', 'idea', 'others', 'we.', 'building', 'include', 'reality.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[2412,2543,2953,3082,3556,3614,4506,4687,5594,5852,5958,6940,9462],[4.607168188650764,3.6516567436233283,4.42484663185681,5.523458920524919,2.8844015909096608,0.691153161953081,0.691153161953081,0.691153161953081,4.42484663185681,3.914021008090819,4.137164559405029,3.914021008090819,0.691153161953081])",1.0
R147,"['learn', 'feeling', 'life', 'gas.', 'old', 'land', 'try', 'red', 'read', 'inside', 'audience.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[52,613,821,2059,3177,3477,3614,4506,4687,4693,5967,7083,7148,7650,9066,9462,9544],[4.270695952029551,4.019381523748645,2.849310271098391,2.6330871626287546,5.523458920524919,4.137164559405029,0.691153161953081,0.691153161953081,0.691153161953081,4.270695952029551,4.137164559405029,4.42484663185681,4.019381523748645,4.019381523748645,4.137164559405029,0.691153161953081,4.830311739964974])",1.0
